"First","Last","Player","Team","Season","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Justin","Meram","Justin Meram","CLB, ATL",2019,1742,"FB/WB",27,10,21.4298811990928,0.222222222222222,4,2.281,0.0911625820803863,1.71886780392862,32,18.8819004334184,0,2.77688373664425,-2.77688373664425,5.05801593271563,3.36901847819888,1.85041773370855,0.0844863776322734,0.0867776167701327,0.0636617705158747,-0.0867776167701327,679,"CLB, ATL",1742,"FB/WB",1.48794489092997,0.551090700344432,0.220436280137773,0.125711073951121,0.00502388512038868,0.0947252061866517,1.76349024110218,0,0.153031480320234,-0.153031480320234,0.278742554271355,0.185663475262395,0.10197480047992,679,401,446,"Meram"
"Jesus","Medina","Jesus Medina","NYC",2019,810,"Wing",16,7,17.3574185757309,0.3125,3,3.842,-0.401500119272568,-0.841887127479142,13,20.4841992577081,1,1.165677202476,-0.165677202475995,5.00756432995514,3.2100882782062,3.32755105327059,0.240117945467446,0.0896674771135381,-0.0526179454674464,-0.0127444001904612,871,"NYC",810,"Wing",1.8962962962963,0.82962962962963,0.355555555555556,0.455334770664195,-0.0475851993211932,-0.0997792151086391,1.54074074074074,0.118518518518519,0.138154335108266,-0.0196358165897476,0.593489105772461,0.380454907046661,0.394376421128367,871,458,424,"Medina"
"Ulises","Segura","Ulises Segura","DCU",2019,1942,"Wing",28,7,17.7702568982495,0.142857142857143,3,2.602,0.194236522056447,0.398238262915777,22,19.2757977310164,2,2.36495253652727,-0.364952536527268,4.96671427361149,1.42179548029073,1.72224889440166,0.0929200620387223,0.107497842569421,0.0142227951041349,-0.0165887516603304,170,"DCU",1942,"Wing",1.38414006179197,0.346035015447992,0.148300720906282,0.12861438041199,0.00960180541576667,0.0196863404942918,1.0875386199794,0.0988671472708548,0.116908055358712,-0.0180409080878567,0.245522435770702,0.0702844315694699,0.0851369175399377,170,419,435,"Segura"
"Darlington","Nagbe","Darlington Nagbe","ATL",2019,3011,"CM",21,4,24.6390292237437,0.285714285714286,2,1.289,0.26771638079203,0.71142249656855,33,22.7789694138468,4,3.65407524638059,0.345924753619412,4.94265274981204,1.07657077256166,0.942411108804622,0.0613608334967357,0.110729552920624,0.0338772617413595,0.0104825682914973,666,"ATL",3011,"CM",0.669545001660578,0.127532381268681,0.0637661906343407,0.0410838393654664,0.00853562688676016,0.0226823512688744,1.05214214546662,0.127532381268681,0.116503229376465,0.0110291518922164,0.157587068741931,0.0343244085572632,0.030046983209978,666,309,396,"Nagbe"
"Jonathan","dos Santos","Jonathan dos Santos","LAG",2019,2721,"CDM",14,5,28.2596172717209,0.714285714285714,2,1.263,-0.054097497541657,0.736586941055524,41,14.3368169004676,3,3.59263410486834,-0.592634104868344,4.85604716381282,1.29710186226933,0.783346940988693,0.0902437899246054,0.0876252220699596,0.0526133529325374,-0.0144544903626425,2000,"LAG",2721,"CDM",0.49393605292172,0.176405733186329,0.0705622932745314,0.0445746613960565,-0.00190862174347632,0.0259876318784749,1.44652701212789,0.105843439911797,0.126752250667902,-0.0209088107561047,0.171326912063958,0.0457632410061945,0.0276373782928756,2000,306,385,"Santos"
"Kekuta","Manneh","Kekuta Manneh","CIN",2019,1618,"Wing",29,9,22.3372435784752,0.172413793103448,4,2.533,0.638765995115147,1.46700616013321,22,19.4987447995613,3,2.27905964151643,0.720940358483565,4.81205348138323,2.65145766160497,1.31251085717385,0.0873446151678204,0.103593620068929,0.0505864193149382,0.0327700162947075,392,"CIN",1618,"Wing",1.72064276885043,0.533992583436341,0.237330037082818,0.150288880486534,0.0378995893269803,0.0870411565962843,1.3053152039555,0.177997527812114,0.135222327308763,0.0427752005033512,0.285511207795296,0.157317636288058,0.077874562601168,392,416,439,"Manneh"
"Mason","Toye","Mason Toye","MIN",2019,880,"F",27,13,18.5557267017778,0.259259259259259,6,3.567,-0.045298725295325,2.43325858009967,7,18.7695829924722,2,1.2232951223393,0.776704877660705,4.79003654223962,4.34875824890602,3.56112367294365,0.132101534070383,0.174756446048471,0.0901206881518396,0.110957839665815,188,"MIN",880,"F",2.94545454545455,1.41818181818182,0.654545454545455,0.389099063989127,-0.00494167912312636,0.265446390556328,0.763636363636364,0.218181818181818,0.133450376982469,0.0847314411993496,0.522549440971595,0.474409990789748,0.38848621886658,188,453,480,"Toye"
"Kelvin","Leerdam","Kelvin Leerdam","SEA",2019,2565,"FB/WB",22,5,18.1133975744758,0.318181818181818,5,2.046,0.991435716514348,2.95443593678651,22,17.9499999368037,2,2.73960296423642,-0.739602964236425,4.78516702744991,3.84098249066826,1.44385976759928,0.0929801846915222,0.124527407465292,0.134292542581205,-0.0336183165562011,600,"SEA",2565,"FB/WB",0.823391812865497,0.187134502923977,0.187134502923977,0.0765591228337212,0.0371063659981978,0.110575380090255,0.823391812865497,0.0748538011695906,0.102534847784287,-0.0276810466146966,0.179093970618008,0.143756069826181,0.0540391959803241,600,383,457,"Leerdam"
"Favio","Alvarez","Favio Alvarez","LAG",2019,1314,"CAM",33,13,20.3900322932953,0.333333333333333,3,2.75,0.698854835883564,0.250274050172934,24,20.9308728466594,4,2.03063762414319,1.96936237585681,4.78036357397025,2.18756879439356,1.78031042235292,0.0833250287826384,0.0846099010059662,0.00758406212645254,0.0820567656607005,586,"LAG",1314,"CAM",2.41095890410959,0.949771689497717,0.219178082191781,0.20089322007869,0.0510578875531371,0.0182848621130911,1.75342465753425,0.292237442922374,0.148357086695393,0.143880356226982,0.349250306774082,0.159822377672589,0.130068341359118,586,427,429,"Alvarez"
"Benny","Feilhaber","Benny Feilhaber","COL, SKC",2019,1830,"CM",28,6,22.8416928967696,0.357142857142857,4,2.462,-0.669011391589901,1.53839898151771,23,19.9303725753647,3,2.28725494611899,0.712745053881009,4.74885596460128,3.10249115683167,1.97733914375007,0.0879143220886533,0.0994458672225648,0.0549428207684896,0.0309889153861308,463,"COL, SKC",1830,"CM",1.46885245901639,0.314754098360656,0.20983606557377,0.129133168182678,-0.0350956795588145,0.0807028973910929,1.20655737704918,0.157377049180328,0.119987144714439,0.037389904465889,0.249120312897117,0.162753634456743,0.103729266557381,463,412,450,"Feilhaber"
"Jonathan","Lewis","Jonathan Lewis","NYC, COL",2019,1199,"Wing",18,9,19.6658299434293,0.166666666666667,5,1.959,1.72396203202627,3.04097927850337,20,21.066778768971,4,2.74539955703085,1.25460044296915,4.70442027852748,3.30048384322422,1.15594492488386,0.108834484527591,0.137269977851543,0.168943293250187,0.0627300221484575,121,"NYC, COL",1199,"Wing",1.44120100083403,0.720600500417014,0.400333611342786,0.156852368026419,0.138031989219785,0.243481243316366,1.60133444537114,0.320266889074229,0.219815143849009,0.10045174522522,0.376667511875428,0.264258923227294,0.0925527212584243,121,375,471,"Lewis"
"Federico","Higuain","Federico Higuain","CLB",2019,1203,"CAM",19,6,23.2161830208381,0.421052631578947,1,1.973,0.540164212770298,-0.972679113503437,28,16.3652796428159,3,2.68345117546474,0.316548824535261,4.65613028896818,0.401059462988887,0.862191707653252,0.103825216500181,0.0958375419808835,-0.0511936375528125,0.0113053151619736,1100,"CLB",1203,"CAM",1.51620947630923,0.478802992518703,0.0798004987531172,0.157420777137431,0.0431053735876547,-0.0776202783843142,2.23441396508728,0.239401496259352,0.214140742181725,0.0252607540776268,0.371561519319156,0.0320047451761705,0.0688033282915313,1100,376,349,"Higuain"
"Lucas","Venuto","Lucas Venuto","VAN",2019,1234,"Wing",14,6,19.2720894091036,0.142857142857143,3,2.081,0.773470155941326,0.91938202560383,17,19.4469481409056,1,2.55655367908955,-1.55655367908955,4.63717165348572,2.75563590792962,1.09948944746454,0.148615569599726,0.15038551053468,0.0656701446859878,-0.0915619811229149,600,"VAN",1234,"Wing",1.08914100486224,0.46677471636953,0.233387358184765,0.16186331081202,0.0601727187766347,0.0715240473727452,1.322528363047,0.0777957860615883,0.198889103073418,-0.121093317011829,0.360752413885437,0.214376861556924,0.0855356458319255,600,386,418,"Venuto"
"Emmanuel","Boateng","Emmanuel Boateng","LAG, DCU",2019,1027,"Wing",14,5,15.2900439918508,0.0714285714285714,1,2.397,-1.42743069786396,-1.39653304871602,18,19.901205425169,0,2.17313869062604,-2.17313869062604,4.56967173934206,0.613582777873257,1.6357047975808,0.171180932051144,0.120729927257002,-0.0997523606225729,-0.120729927257002,185,"LAG, DCU",1027,"Wing",1.30866601752678,0.467380720545278,0.0934761441090555,0.224018668623893,-0.133430717619221,-0.130542524514837,1.682570593963,0,0.203136625413924,-0.203136625413924,0.427155294037817,0.0573553521673152,0.152899377378536,185,404,259,"Boateng"
"Djordje","Mihailovic","Djordje Mihailovic","CHI",2019,1558,"CAM",24,8,24.9747261981791,0.25,3,2.064,0.829970647391026,0.936033934480282,35,17.7526611615881,1,2.47873398047918,-1.47873398047918,4.54270004599889,1.6070274319926,1.04919663551642,0.0859985860633216,0.0708209708708336,0.0390014139366784,-0.042249542299405,111,"CHI",1558,"CAM",1.4788189987163,0.492939666238768,0.184852374839538,0.127176342933179,0.0511406817391133,0.0576760319063588,2.15661103979461,0.061617458279846,0.152733287629012,-0.0911158293491662,0.279909630562191,0.0990209457453722,0.0646488299162877,111,384,417,"Mihailovic"
"Brad","Smith","Brad Smith","SEA",2019,2110,"FB/WB",12,4,25.326599399117,0.25,0,0.577,-0.326744540564189,-0.577185813948523,26,17.8840735837581,5,3.94511232014819,1.05488767985181,4.52229813409671,0,0.275670887951233,0.0480988178290436,0.151735089236469,-0.0480988178290436,0.0405726030712235,564,"SEA",2110,"FB/WB",0.545971563981043,0.181990521327014,0,0.0262605867957622,-0.0148661023195081,-0.0262605867957622,1.18293838862559,0.227488151658768,0.179493261959349,0.0479948896994189,0.205753848755111,0,0.0125423721532315,564,203,14,"Smith"
"Jack","Elliott","Jack Elliott","PHI",2019,3310,"CB",25,10,11.5638914311184,0.16,2,3.399,0.933198268457863,-1.39868956085355,11,19.8069757928577,0,1.12097366869752,-1.12097366869752,4.51966322955107,1.88575765913996,2.46608001287781,0.135947582434142,0.10190669715432,-0.055947582434142,-0.10190669715432,265,"PHI",3310,"CB",0.725075528700906,0.290030211480363,0.0580060422960725,0.0985722652090456,0.0270655691153942,-0.040566222912973,0.319033232628399,0,0.0325116230196258,-0.0325116230196258,0.131083888228671,0.0546926692681075,0.0715237707662447,265,450,384,"Elliott"
"Ali","Adnan","Ali Adnan","VAN",2019,2597,"FB/WB",38,14,27.4291286099835,0.394736842105263,1,2.252,0.41640592164005,-1.25182316814774,27,18.6851455597644,3,2.26178469393378,0.738215306066223,4.51360786208152,0.696058054947985,1.56943068243331,0.0592585044249406,0.0837698034790288,-0.0329427149512564,0.0273413076320823,547,"VAN",2597,"FB/WB",1.40469772814786,0.517520215633423,0.0369657296881017,0.0832402865391541,0.0153927487398709,-0.0462745568510524,0.998074701578745,0.110897189064305,0.0836085216086418,0.0272886674556632,0.166848808147796,0.025730293906433,0.0580151503710425,547,397,308,"Adnan"
"Justin","Morrow","Justin Morrow","TOR",2019,2515,"FB/WB",15,5,18.1943741827406,0.2,1,1.599,-0.706393625425011,-0.598562371192956,24,17.4212179209428,3,2.90744320754739,0.0925567924526086,4.50600557874035,1.3663934663927,1.37710131120986,0.106570824746197,0.121143466981141,-0.0399041580795304,0.00385653301885869,330,"TOR",2515,"FB/WB",0.572564612326044,0.190854870775348,0.0381709741550696,0.0610186829560731,-0.026963732819404,-0.0228477088010035,0.91610337972167,0.114512922465209,0.110979939532624,0.00353298293258466,0.171998622488697,0.0521565696913315,0.052565298559104,330,343,324,"Morrow"
"Robinho","Robinho","Robinho","CLB, ORL",2019,1414,"Wing",40,14,22.0124985087214,0.275,0,2.978,-0.727583455544569,-2.97847608873215,13,20.6667006117724,2,1.47591758157505,0.524082418424953,4.4543936703072,0,1.50776752294168,0.0744619022183038,0.113532121659619,-0.0744619022183038,0.0403140321865348,198,"CLB, ORL",1414,"Wing",2.71570014144272,0.95049504950495,0,0.202216198386341,-0.0493974623283442,-0.202216198386341,0.882602545968883,0.135785007072136,0.100203739626029,0.0355812674461071,0.30241993801237,0,0.102366111882886,198,435,232,"Robinho"
"Ronald","Matarrita","Ronald Matarrita","NYC",2019,2129,"FB/WB",25,6,23.9996266598154,0.4,1,1.625,-0.648866156288979,-0.625222774514531,30,16.9957970600502,1,2.81226470045383,-1.81226470045383,4.43748747496836,0.627151826914727,0.876690242491949,0.0650089109805812,0.0937421566817943,-0.0250089109805812,-0.060408823348461,420,"NYC",2129,"FB/WB",1.12728980742132,0.270549553781118,0.045091592296853,0.0732838827399695,-0.0292584081746087,-0.0281922904431165,1.35274776890559,0.045091592296853,0.126809493303695,-0.0817179010068425,0.200093376043665,0.0282792744874654,0.0395313589850762,420,348,269,"Matarrita"
"Keegan","Rosenberry","Keegan Rosenberry","COL",2019,3316,"FB/WB",23,1,23.3609599632826,0.565217391304348,1,1.114,-0.883324279683456,-0.114448045020285,34,17.7928495913918,3,3.29615771520133,-0.296157715201329,4.41060576022161,0.354949555675047,0.699951084970576,0.0484542628269689,0.0969458151529803,-0.00497600195740369,-0.0087105210353332,165,"COL",3316,"FB/WB",0.665862484921592,0.0289505428226779,0.0289505428226779,0.0322638758510094,-0.025572717385287,-0.00331333302833153,0.984318455971049,0.0868516284680338,0.0954255550842363,-0.00857392661620252,0.127689430935246,0.010275982311461,0.0202639638592205,165,291,273,"Rosenberry"
"Richie","Laryea","Richie Laryea","TOR",2019,1571,"FB/WB",17,4,16.4509140238611,0.294117647058824,1,1.894,-0.55350096615453,-0.89438555540116,11,15.8676210078659,2,2.45464658989782,-0.45464658989782,4.34903214529898,0.685852688783413,1.51966126260299,0.111434444435362,0.223149689990711,-0.0526109150235977,-0.0413315081725291,56,"TOR",1571,"FB/WB",1.03882877148313,0.244430299172502,0.0611075747931254,0.115761307013693,-0.0338231016873551,-0.0546537322205674,0.672183322724379,0.122215149586251,0.149997500082871,-0.0277823504966205,0.265758807096564,0.0419107944768986,0.0928628142647275,56,368,294,"Laryea"
"Jorge","Moreira","Jorge Moreira","POR",2019,NA,"FB/WB",29,7,25.2702450102419,0.310344827586207,2,1.323,0.371514992636801,0.676924794505738,38,18.1935160366685,2,3.01457658416701,-1.01457658416701,4.33765178966127,0.709933193263727,0.72758271130795,0.045623282948078,0.0793309627412372,0.0233422342933013,-0.0266993837938687,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,399,"Moreira"
"Romain","Metanire","Romain Metanire","MIN",2019,2606,"FB/WB",11,3,27.750322965682,0.181818181818182,1,0.455,-0.0402581562661064,0.545447422441909,41,17.7600955417585,4,3.8640012548688,0.1359987451312,4.31855383242689,0.638271484205836,0.285355011430905,0.0413229615961901,0.0942439330455805,0.0495861293129008,0.0033170425641756,412,"MIN",2606,"FB/WB",0.405218726016884,0.110514198004605,0.0368380660015349,0.0167448378532528,-0.00148303261763093,0.0200932281482821,1.51036070606293,0.14735226400614,0.142342333256871,0.00500993074926906,0.159087171110123,0.0235126870620722,0.0105119267449604,412,179,332,"Metanire"
"Dax","McCarty","Dax McCarty","CHI",2019,3037,"CDM",21,6,19.3351410734357,0.333333333333333,1,2.364,-0.86611236479346,-1.36444017798791,32,27.4182584509563,2,1.91414663196692,0.0858533680330827,4.27858680995483,0.609529030827195,1.92014955378992,0.112592389427996,0.0598170822489662,-0.0649733418089482,0.00268291775103384,700,"CHI",3037,"CDM",0.663812973328943,0.189660849522555,0.0316101415870925,0.0747402888004082,-0.0273779344814528,-0.0431301472133157,1.01152453078696,0.0632202831741851,0.0605064460549305,0.00271383711925451,0.135246734855339,0.0192672989658909,0.0606961992636918,700,402,288,"McCarty"
"Diego","Fagundez","Diego Fagundez","NER",2019,1253,"Wing",22,8,20.5655408477531,0.272727272727273,2,2.627,-0.343867767757344,-0.626573841956005,19,18.531800739353,3,1.64036905725498,1.35963094274502,4.26694289921099,0.266743240586612,2.00101928814484,0.119389720088909,0.0863352135397359,-0.0284806291798184,0.0715595233023694,205,"NER",1253,"Wing",1.68555466879489,0.61292897047087,0.153232242617717,0.201237900101976,-0.0263458146087032,-0.048005657484259,1.45570630486832,0.229848363926576,0.125678714681946,0.10416964924463,0.326916614783922,0.020436832479102,0.153310336521871,205,421,382,"Fagundez"
"Abu","Danladi","Abu Danladi","MIN",2019,805,"F",22,6,17.7291248488655,0.181818181818182,2,2.403,0.750064174030998,-0.402961187932324,10,15.6602903225483,2,1.81054364601187,0.189456353988128,4.2135048339442,1.68954613352138,2.18920756241843,0.109225508542378,0.181054364601187,-0.0183164176332874,0.0189456353988128,180,"MIN",805,"F",2.62360248447205,0.715527950310559,0.238509316770186,0.286564315579507,0.0894486468409637,-0.0480549988093206,1.19254658385093,0.238509316770186,0.215915763996447,0.0225935527737395,0.502480079575954,0.201486246978948,0.261073199990272,180,405,363,"Danladi"
"Leonardo","Jara","Leonardo Jara","DCU",2019,2491,"FB/WB",34,4,25.1825408067925,0.235294117647059,1,1.866,-0.779378732190706,-0.865809666675068,20,18.5594628077394,5,2.32911529856093,2.67088470143907,4.194924965236,0.475107312817544,1.46869285950652,0.0548767549022079,0.116455764928047,-0.0254649901963255,0.133544235071953,560,"DCU",2491,"FB/WB",1.31031714171016,0.154154957848254,0.0385387394620634,0.0719059526297899,-0.0300362739021709,-0.0333672131677264,0.770774789241269,0.192693697310317,0.0897611676683459,0.102932529641971,0.161667120298136,0.0183100369451964,0.0566015714623146,560,365,300,"Jara"
"Tommy","Smith","Tommy Smith","COL",2019,2614,"CB",22,8,9.85676991695791,0.0909090909090909,3,3.087,0.0851792497472736,-0.0866958235447739,10,21.3506655506691,2,1.10105401404594,0.898945985954064,4.18774983759071,2.61526437809829,2.74540198082607,0.140304355615672,0.110105401404594,-0.00394071925203518,0.0898945985954064,640,"COL",2614,"CB",0.807957153787299,0.2938026013772,0.11017597551645,0.113359907827199,0.0031282356448884,-0.00318393231074916,0.3672532517215,0.0734506503442999,0.040436566697938,0.033014083646362,0.153796474525137,0.0960464346968001,0.100825780474102,640,442,433,"Smith"
"Miguel","Ibarra","Miguel Ibarra","MIN",2019,1621,"Wing",23,3,17.9827699273695,0.304347826086957,1,1.996,-1.04600121004002,-0.995527120794982,18,21.651875325797,1,2.16809703837016,-1.16809703837016,4.16362415916514,0.423161081746548,1.46325160203657,0.0867620487302166,0.120449835465009,-0.0432837878606514,-0.0648942799094532,342,"MIN",1621,"Wing",1.36212214682295,0.177668106107341,0.0592227020357804,0.11818050807916,-0.0619470179912659,-0.0589578060433796,1.06600863664405,0.0592227020357804,0.128400564888054,-0.0691778628522734,0.246581072967214,0.0250607426574143,0.0866577136307901,342,379,271,"Ibarra"
"Brandon","Vazquez","Brandon Vazquez","ATL",2019,685,"F",22,8,20.3896442051083,0.272727272727273,2,3.279,-1.34147507621963,-1.27914609953202,8,18.6652219142952,1,0.88189908855257,0.11810091144743,4.16104518808459,0.18430727243286,1.34122609544313,0.149052095433274,0.110237386069071,-0.0581430045241826,0.0147626139309287,166,"ATL",685,"F",3.08321167883212,1.12116788321168,0.28029197080292,0.459559161394268,-0.188002346448299,-0.179267190591349,1.12116788321168,0.14014598540146,0.123594616789849,0.0165513686116106,0.583153778184118,0.0258299243117585,0.187967452792029,166,445,393,"Vazquez"
"Keaton","Parks","Keaton Parks","NYC",2019,1472,"CM",21,12,16.5658861162636,0.142857142857143,1,2.445,1.12762904828316,-1.44531929624786,18,18.8750752561435,1,1.68711655221977,-0.687116552219765,4.13243584846763,0.769816040178552,1.18566854398533,0.116443776011803,0.0937286973455425,-0.0688247283927555,-0.0381731417899869,165,"NYC",1472,"CM",1.3695652173913,0.782608695652174,0.0652173913043478,0.159477345407469,0.073541024888032,-0.0942599541031216,1.17391304347826,0.0652173913043478,0.110029340362159,-0.0448119490578108,0.269506685769628,0.0502053939246882,0.0773262093903478,165,409,282,"Parks"
"Tommy","McNamara","Tommy McNamara","HOU",2019,1680,"Wing",18,8,21.1534471472618,0.222222222222222,2,2.037,0.0166502275805884,-0.0369538411265707,21,20.7643205878976,3,2.07240047361521,0.927599526384786,4.10935431474178,1.66412428506924,1.78018359054747,0.113164102284809,0.0986857368388197,-0.00205299117369837,0.0441714060183231,165,"HOU",1680,"Wing",1.02857142857143,0.457142857142857,0.114285714285714,0.11639736235009,0.000951441576033624,-0.00211164806437547,1.2,0.171428571428571,0.118422884206584,0.0530056872219878,0.234820246556673,0.0950928162896708,0.101724776602713,165,381,381,"McNamara"
"Roland","Lamah","Roland Lamah","CIN",2019,1888,"Wing",28,11,24.3117342460042,0.25,1,1.853,-0.0860782084602953,-0.853267564533252,25,20.3154346448639,3,2.24517990062863,0.754820099371373,4.09844746516188,1.56084480966016,1.43426346275924,0.066188127304759,0.0898071960251451,-0.0304738415904733,0.0301928039748549,806,"CIN",1888,"Wing",1.42372881355932,0.559322033898305,0.0508474576271186,0.0942339439593179,-0.00437685805730315,-0.0433864863321993,1.27118644067797,0.152542372881356,0.114161689862473,0.0383806830188834,0.20839563382179,0.079364990321703,0.0729286506487751,806,363,285,"Lamah"
"Jordan","Harvey","Jordan Harvey","LAFC",2019,2510,"FB/WB",11,2,14.6174715235663,0.272727272727273,1,1.907,-0.410251415047309,-0.907130048218206,22,21.5491881248723,4,2.1598505172079,1.8401494827921,4.0669805654261,0.655088508112584,1.27443696472016,0.173375458928928,0.0981750235094499,-0.0824663680198369,0.0836431583087319,165,"LAFC",2510,"FB/WB",0.420717131474104,0.0764940239043825,0.0382470119521912,0.0729420257485848,-0.0156908907747178,-0.0346950137963935,0.841434262948207,0.152988047808765,0.0826078285465969,0.070380219262168,0.155549854295182,0.0250551779995251,0.0487434058219661,165,372,355,"Harvey"
"Santiago","Mosquera","Santiago Mosquera","FCD",2019,1276,"Wing",36,13,24.626896765065,0.222222222222222,3,2.472,0.675199066600208,0.52769939831389,17,23.7874479678949,1,1.58477969346698,-0.58477969346698,4.05708029515309,1.45978816566268,1.71736266644725,0.0686750167135031,0.0932223349098224,0.0146583166198303,-0.0343988054980577,591,"FCD",1276,"Wing",2.70846394984326,0.978056426332288,0.225705329153605,0.186003807023406,0.0507986758570689,0.0397015221301986,1.27899686520376,0.0752351097178683,0.119231074116638,-0.0439959643987697,0.305234881140044,0.109827322808477,0.129205968635529,591,414,410,"Mosquera"
"Chris","Pontius","Chris Pontius","LAG",2019,778,"Wing",18,5,15.9062489521389,0.0555555555555556,2,2.461,-0.357289056830379,-0.461270981985221,12,16.6241056144663,2,1.55700651193305,0.442993488066954,4.01827749391827,1.43263979413922,1.47910858407412,0.136737276776957,0.129750542661087,-0.0256261656658456,0.0369161240055795,190,"LAG",778,"Wing",2.22107969151671,0.616966580976864,0.246786632390745,0.303704388522598,-0.0440870815626174,-0.0569177561318524,1.48071979434447,0.246786632390745,0.192124196845209,0.0546624355455367,0.495828585367807,0.176778175112295,0.182512113201948,190,411,390,"Pontius"
"Sacha","Kljestan","Sacha Kljestan","ORL",2019,1493,"CAM",19,5,21.9653818116558,0.315789473684211,1,1.538,-0.197328905414756,-0.537701663569523,22,18.5253334826321,3,2.4578948570204,0.5421051429796,3.99559652058992,0.977522140235506,1.15799462695149,0.0809316665036591,0.111722493500927,-0.0283000875562907,0.0246411428627091,1100,"ORL",1493,"CAM",1.22170127260549,0.321500334896182,0.0643000669792364,0.0988743199616036,-0.0126882618351082,-0.0345742529823672,1.4146014735432,0.192900200937709,0.158042803934332,0.0348573970033768,0.256917123895936,0.0628547390908296,0.0744591320745765,1100,338,309,"Kljestan"
"Benji","Michel","Benji Michel","ORL",2019,1047,"Wing",11,9,14.5430293473188,0.0909090909090909,5,3.294,2.16492115872637,1.70629757936034,8,21.5516294006264,1,0.682239528655486,0.317760471344514,3.97594194929515,4.91196277875741,2.46574373271269,0.299427492785424,0.0852799410819357,0.155117961760031,0.0397200589180643,116,"ORL",1047,"Wing",1.00859598853868,0.825214899713467,0.458452722063037,0.302001368081574,0.198502799653994,0.156451353981464,0.73352435530086,0.0916905444126074,0.0625549138022222,0.0291356306103852,0.364556281883796,0.450380541318731,0.226085385234401,116,446,458,"Michel"
"Gianluca","Busio","Gianluca Busio","SKC",2019,1014,"CM",27,9,18.8826532756312,0.333333333333333,3,3.235,-0.153077424635018,-0.234530935232292,14,24.8099827089727,1,0.675866667195539,0.324133332804461,3.91039760242783,1.93739208345367,1.34546456819721,0.11979744204564,0.048276190513967,-0.00868633093452932,0.0231523809146044,90,"SKC",1014,"CM",2.55621301775148,0.85207100591716,0.284023668639053,0.306227780850394,-0.014492537243552,-0.0222041122113412,1.32544378698225,0.0946745562130177,0.063987376775909,0.0306871794371088,0.370215157626303,0.18342173571159,0.127381260894411,90,443,436,"Busio"
"Graham","Zusi","Graham Zusi","SKC",2019,2538,"FB/WB",37,7,27.4281287697111,0.486486486486487,0,1.33,-0.829248875186452,-1.3296412820243,22,16.853010727198,1,2.56602009430277,-1.56602009430277,3.89566137632708,0,0.935786875936116,0.0359362508655217,0.116637277013762,-0.0359362508655217,-0.0711827315592169,688,"SKC",2538,"FB/WB",1.39952718676123,0.264775413711584,0,0.0502937600765694,-0.0313663877139084,-0.0502937600765694,0.832151300236407,0.0378250591016548,0.0970598617230363,-0.0592348026213814,0.147353621799606,0,0.0353961938888366,688,316,175,"Zusi"
"Sebastian","Saucedo","Sebastian Saucedo","RSL",2019,1273,"Wing",41,15,28.0236264514151,0.170731707317073,2,1.786,0.395163200810288,0.21424599187154,31,19.3612905438652,4,2.08006760596481,1.91993239403519,3.86582161409327,1.04881649454604,1.18745778832603,0.0435549758080112,0.067098955031123,0.00522551199686683,0.0619333030333931,123,"RSL",1273,"Wing",3.09190887666929,1.1311861743912,0.15082482325216,0.134668016323906,0.0298002099589848,0.0161568069282544,2.33778476040848,0.301649646504321,0.156862914511094,0.144786731993227,0.291530930834999,0.0790937812069283,0.0895490555218374,123,359,365,"Saucedo"
"Bryan","Acosta","Bryan Acosta","FCD",2019,2267,"CM",54,11,29.4538936921187,0.296296296296296,2,2.099,-0.0225573350738282,-0.0994531066595424,25,20.0852775320682,1,1.74709191351634,-0.747091913516341,3.84654502017588,0.586588138394044,1.27932534324373,0.038878761234436,0.0698836765406536,-0.00184172419739893,-0.0298836765406536,650,"FCD",2267,"CM",2.28672254080282,0.465813850904279,0.0846934274371416,0.0889049396732757,-0.000955229010625278,-0.00421151223613413,1.05866784296427,0.0423467137185708,0.0739836011017065,-0.0316368873831357,0.162888540774982,0.024840079967282,0.0541752240632545,650,388,397,"Acosta"
"Kellyn","Acosta","Kellyn Acosta","COL",2019,2817,"CDM",35,12,26.1295547238842,0.457142857142857,2,1.65,0.0894939908920505,0.349660231813241,18,19.5113710127361,1,2.17825087937065,-1.17825087937065,3.82859064755741,1.18848907924264,0.939508164026164,0.047152564805336,0.121013937742814,0.00999029233752118,-0.0654583821872583,665,"COL",2817,"CDM",1.19275825346113,0.408945686900958,0.0681576144834931,0.0562416108434252,0.00304984846490481,0.0119160036400679,0.613418530351438,0.0340788072417465,0.0742321918422372,-0.0401533846004907,0.130473802685662,0.0405022902404307,0.0320173176238948,665,351,378,"Acosta"
